order_item_id,order_id,item_id,quantity,unit_price,size,addons,line_total
OI0001547,O000426,M034,2,60,NA,,120
OI0001548,O000427,M035,2,100,NA,,200
OI0001549,O000427,M009,1,110,Small,Oat Milk,140
OI0001550,O000428,M030,2,100,Large,,200
OI0001551,O000428,M009,1,110,Small,,110
OI0001552,O000429,M006,1,75,Large,,75
OI0001553,O000429,M035,2,100,NA,,200
OI0001554,O000430,M020,2,100,NA,,200
OI0001555,O000431,M015,1,110,Large,,110
OI0001556,O000432,M009,2,110,Small,,220
OI0001557,O000432,M005,1,60,Small,,60
OI0001558,O000432,M027,2,90,Small,,180
OI0001559,O000433,M010,1,130,Large,,130
OI0001560,O000433,M026,1,150,NA,,150
OI0001561,O000434,M034,2,60,NA,,120
OI0001562,O000434,M011,1,130,Large,,130
OI0001563,O000435,M028,2,100,Large,,200
OI0001564,O000435,M035,1,100,NA,,100
OI0001565,O000436,M022,1,120,NA,,120
OI0001566,O000436,M015,2,110,Large,,220
OI0001567,O000437,M014,1,90,Small,,90
OI0001568,O000437,M031,1,150,NA,,150
OI0001569,O000437,M034,1,60,NA,,60
OI0001570,O000438,M006,2,75,Large,Extra Shot,180
OI0001571,O000438,M024,1,110,NA,,110
OI0001572,O000438,M005,1,60,Small,,60
OI0001573,O000439,M006,1,75,Large,,75
OI0001574,O000439,M005,1,60,Small,,60
OI0001575,O000440,M013,1,80,Small,,80
OI0001576,O000440,M009,1,110,Small,,110
OI0001577,O000441,M009,1,110,Small,Extra Shot,140
OI0001578,O000442,M034,2,60,NA,,120
OI0001579,O000442,M038,1,140,NA,,140
OI0001580,O000443,M026,1,150,NA,,150
OI0001581,O000443,M026,1,150,NA,,150
OI0001582,O000444,M013,1,80,Small,,80
OI0001583,O000444,M035,2,100,NA,,200
OI0001584,O000445,M006,2,75,Large,,150
OI0001585,O000445,M035,1,100,NA,,100
OI0001586,O000446,M011,1,130,Large,Oat Milk,160
OI0001587,O000446,M027,2,90,Small,,180
OI0001588,O000446,M001,2,55,Small,,110
OI0001589,O000447,M010,1,130,Large,Vanilla Syrup,160
OI0001590,O000449,M015,1,110,Large,,110
OI0001591,O000450,M005,2,60,Small,Oat Milk,150
OI0001592,O000451,M015,1,110,Large,Extra Shot,140
OI0001593,O000453,M007,1,80,Small,Oat Milk,110
OI0001594,O000453,M010,2,130,Large,,260
OI0001595,O000454,M006,2,75,Large,,150
OI0001596,O000454,M020,1,100,NA,,100
OI0001597,O000455,M022,1,120,NA,,120
OI0001598,O000455,M009,1,110,Small,,110
OI0001599,O000456,M018,1,130,Large,,130
OI0001600,O000456,M019,1,100,NA,,100
OI0001601,O000456,M026,2,150,NA,,300
OI0001602,O000457,M005,1,60,Small,,60
OI0001603,O000458,M038,1,140,NA,,140
OI0001604,O000459,M016,2,120,Large,Extra Shot,270
OI0001605,O000459,M031,2,150,NA,,300
OI0001606,O000460,M015,2,110,Large,Extra Shot,250
OI0001607,O000460,M035,1,100,NA,,100
OI0001608,O000460,M015,2,110,Large,,220
OI0001609,O000461,M035,1,100,NA,,100
OI0001610,O000461,M026,1,150,NA,,150
OI0001611,O000463,M036,2,100,NA,,200
OI0001612,O000464,M006,1,75,Large,,75
OI0001613,O000464,M031,1,150,NA,,150
OI0001614,O000464,M009,1,110,Small,Extra Shot,140
OI0001615,O000465,M035,2,100,NA,,200
OI0001616,O000465,M030,1,100,Large,,100
OI0001617,O000465,M012,1,110,Large,,110
OI0001618,O000466,M015,1,110,Large,,110
OI0001619,O000466,M021,1,100,NA,,100
OI0001620,O000466,M012,1,110,Large,,110
OI0001621,O000467,M001,2,55,Small,,110
OI0001622,O000468,M008,1,100,Large,,100
OI0001623,O000468,M034,1,60,NA,,60
OI0001624,O000468,M010,1,130,Large,,130
OI0001625,O000469,M011,2,130,Large,,260
OI0001626,O000469,M005,1,60,Small,Extra Shot,90
OI0001627,O000469,M035,2,100,NA,,200
OI0001628,O000470,M014,1,90,Small,,90
OI0001629,O000471,M027,2,90,Small,,180
OI0001630,O000472,M038,1,140,NA,,140
OI0001631,O000473,M012,2,110,Large,,220
OI0001632,O000473,M009,1,110,Small,Extra Shot,140
OI0001633,O000473,M009,1,110,Small,Oat Milk,140
OI0001634,O000474,M035,2,100,NA,,200
OI0001635,O000474,M006,1,75,Large,,75
OI0001636,O000475,M029,1,90,Small,,90
OI0001637,O000475,M006,1,75,Large,,75
OI0001638,O000475,M030,1,100,Large,,100
OI0001639,O000476,M005,1,60,Small,,60
OI0001640,O000476,M031,1,150,NA,,150
OI0001641,O000477,M010,1,130,Large,,130
OI0001642,O000478,M026,1,150,NA,,150
OI0001643,O000480,M003,1,55,Small,Extra Shot,85
OI0001644,O000480,M025,1,150,NA,,150
OI0001645,O000481,M035,1,100,NA,,100
OI0001646,O000481,M006,1,75,Large,,75
OI0001647,O000482,M010,2,130,Large,Extra Shot,290
OI0001648,O000482,M006,1,75,Large,,75
OI0001649,O000483,M010,2,130,Large,,260
OI0001650,O000484,M011,1,130,Large,,130
OI0001651,O000484,M009,1,110,Small,,110
OI0001652,O000485,M005,1,60,Small,Oat Milk,90
OI0001653,O000486,M005,1,60,Small,,60
OI0001654,O000486,M020,1,100,NA,,100
OI0001655,O000487,M006,2,75,Large,,150
OI0001656,O000487,M038,1,140,NA,,140
OI0001657,O000488,M036,1,100,NA,,100
OI0001658,O000489,M014,1,90,Small,,90
OI0001659,O000489,M010,1,130,Large,Vanilla Syrup,160
OI0001660,O000489,M001,2,55,Small,,110
OI0001661,O000490,M004,1,70,Large,Vanilla Syrup,100
OI0001662,O000491,M035,2,100,NA,,200
OI0001663,O000492,M009,1,110,Small,Vanilla Syrup,140
OI0001664,O000492,M006,1,75,Large,Oat Milk,105
OI0001665,O000493,M009,2,110,Small,Extra Shot,250
OI0001666,O000493,M010,1,130,Large,,130
OI0001667,O000494,M005,1,60,Small,,60
OI0001668,O000494,M015,2,110,Large,,220
OI0001669,O000494,M030,1,100,Large,,100
OI0001670,O000495,M015,1,110,Large,Vanilla Syrup,140
OI0001671,O000496,M009,1,110,Small,,110
OI0001672,O000497,M005,1,60,Small,Vanilla Syrup,90
OI0001673,O000497,M031,1,150,NA,,150
OI0001674,O000498,M018,1,130,Large,Vanilla Syrup,160
OI0001675,O000499,M034,1,60,NA,,60
OI0001676,O000500,M034,2,60,NA,,120
OI0001677,O000500,M002,1,70,Large,,70
OI0001678,O000500,M010,1,130,Large,,130
OI0001679,O000501,M011,1,130,Large,,130
OI0001680,O000501,M003,2,55,Small,,110
OI0001681,O000502,M006,2,75,Large,,150
OI0001682,O000502,M008,1,100,Large,,100
OI0001683,O000502,M005,1,60,Small,,60
OI0001684,O000503,M034,1,60,NA,,60
OI0001685,O000504,M021,2,100,NA,,200
OI0001686,O000505,M034,1,60,NA,,60
OI0001687,O000506,M035,1,100,NA,,100
OI0001688,O000506,M015,1,110,Large,Extra Shot,140
OI0001689,O000506,M010,2,130,Large,Extra Shot,290
OI0001690,O000507,M034,1,60,NA,,60
OI0001691,O000507,M010,1,130,Large,,130
OI0001692,O000508,M014,2,90,Small,,180
OI0001693,O000508,M014,2,90,Small,,180
OI0001694,O000509,M034,1,60,NA,,60
OI0001695,O000509,M006,2,75,Large,,150
OI0001696,O000510,M012,1,110,Large,,110
OI0001697,O000510,M034,1,60,NA,,60
OI0001698,O000511,M015,2,110,Large,Oat Milk,250
OI0001699,O000512,M015,1,110,Large,Oat Milk,140
OI0001700,O000512,M005,2,60,Small,Extra Shot,150
OI0001701,O000514,M016,2,120,Large,Oat Milk,270
OI0001702,O000514,M010,2,130,Large,Extra Shot,290
OI0001703,O000514,M027,2,90,Small,,180
OI0001704,O000515,M035,1,100,NA,,100
OI0001705,O000515,M015,1,110,Large,Vanilla Syrup,140
OI0001706,O000515,M006,1,75,Large,Vanilla Syrup,105
OI0001707,O000516,M010,2,130,Large,,260
OI0001708,O000517,M005,1,60,Small,,90
OI0001709,O000517,M006,2,75,Large,,150
OI0001710,O000518,M009,1,110,Small,Extra Shot,140
OI0001711,O000518,M035,1,100,NA,,100
OI0001712,O000519,M005,1,60,Small,,60
OI0001713,O000519,M034,1,60,NA,,60
OI0001714,O000519,M010,1,130,Large,,130
OI0001715,O000520,M009,1,110,Small,,110
OI0001716,O000520,M034,1,60,NA,,60
OI0001717,O000520,M005,2,60,Small,,120
OI0001718,O000521,M014,1,90,Small,Vanilla Syrup,120
OI0001719,O000521,M031,2,150,NA,,300
OI0001720,O000522,M009,2,110,Small,,220
OI0001721,O000523,M023,2,130,NA,,260
OI0001722,O000524,M026,1,150,NA,,150
OI0001723,O000524,M005,1,60,Small,,60
OI0001724,O000524,M017,1,110,Small,,110
OI0001725,O000525,M009,1,110,Small,Oat Milk,140
OI0001726,O000526,M036,1,100,NA,,100
OI0001727,O000526,M010,2,130,Large,Oat Milk,290
OI0001728,O000526,M012,1,110,Large,,110
OI0001729,O000527,M037,1,120,NA,,120
OI0001730,O000528,M035,1,100,NA,,100
OI0001731,O000528,M017,1,110,Small,,110
OI0001732,O000529,M005,1,60,Small,,60
OI0001733,O000530,M037,1,120,NA,,120
OI0001734,O000530,M024,1,110,NA,,110
OI0001735,O000531,M010,1,130,Large,,130
OI0001736,O000531,M030,1,100,Large,,100
OI0001737,O000532,M029,1,90,Small,,90
OI0001738,O000533,M015,2,110,Large,,220
OI0001739,O000534,M009,2,110,Small,,220
OI0001740,O000535,M015,2,110,Large,Vanilla Syrup,250
OI0001741,O000535,M005,1,60,Small,,60
OI0001742,O000536,M015,1,110,Large,,110
OI0001743,O000536,M032,2,130,NA,,260
OI0001744,O000537,M011,1,130,Large,Oat Milk,160
OI0001745,O000537,M016,1,120,Large,,120
OI0001746,O000537,M036,1,100,NA,,100
OI0001747,O000538,M006,1,75,Large,,75
OI0001748,O000538,M014,1,90,Small,Vanilla Syrup,120
OI0001749,O000538,M029,2,90,Small,,180
OI0001750,O000539,M036,1,100,NA,,100
OI0001751,O000539,M016,1,120,Large,,120
OI0001752,O000540,M013,1,80,Small,Oat Milk,110
OI0001753,O000541,M009,2,110,Small,Vanilla Syrup,250
OI0001754,O000541,M015,1,110,Large,,110
OI0001755,O000542,M018,2,130,Large,,260
OI0001756,O000543,M036,1,100,NA,,100
OI0001757,O000543,M034,1,60,NA,,60
OI0001758,O000543,M015,2,110,Large,Oat Milk,250
OI0001759,O000543,M028,1,100,Large,,100
OI0001760,O000543,M038,1,140,NA,,140
OI0001761,O000544,M034,2,60,NA,,120
OI0001762,O000544,M010,2,130,Large,Extra Shot,290
OI0001763,O000544,M031,2,150,NA,,300
OI0001764,O000544,M003,1,55,Small,,55
OI0001765,O000544,M031,1,150,NA,,150
OI0001766,O000545,M035,1,100,NA,,100
OI0001767,O000545,M035,1,100,NA,,100
OI0001768,O000545,M006,1,75,Large,,75
OI0001769,O000545,M003,2,55,Small,,110
OI0001770,O000545,M009,1,110,Small,,110
OI0001771,O000546,M034,2,60,NA,,120
OI0001772,O000546,M030,2,100,Large,,200
OI0001773,O000546,M024,1,110,NA,,110
OI0001774,O000546,M005,2,60,Small,,120
OI0001775,O000547,M009,1,110,Small,Oat Milk,140
OI0001776,O000547,M004,1,70,Large,,70
OI0001777,O000547,M026,2,150,NA,,300
OI0001778,O000547,M021,2,100,NA,,200
OI0001779,O000547,M038,1,140,NA,,140
OI0001780,O000547,M035,1,100,NA,,100
OI0001781,O000547,M031,2,150,NA,,300
OI0001782,O000547,M005,1,60,Small,,60
OI0001783,O000547,M035,2,100,NA,,200
OI0001784,O000547,M006,1,75,Large,,75
OI0001785,O000547,M005,2,60,Small,,120
OI0001786,O000548,M005,1,60,Small,,60
OI0001787,O000548,M024,1,110,NA,,110
OI0001788,O000548,M003,1,55,Small,Extra Shot,85
OI0001789,O000548,M036,1,100,NA,,100
OI0001790,O000548,M009,2,110,Small,Oat Milk,250
OI0001791,O000549,M006,2,75,Large,Vanilla Syrup,180
OI0001792,O000549,M006,1,75,Large,,75
OI0001793,O000549,M006,1,75,Large,,75
OI0001794,O000549,M025,1,150,NA,,150
OI0001795,O000549,M020,1,100,NA,,100
OI0001796,O000549,M020,1,100,NA,,100
OI0001797,O000550,M009,1,110,Small,Oat Milk,140
OI0001798,O000550,M028,1,100,Large,,100
OI0001799,O000550,M033,2,100,NA,,200
OI0001800,O000550,M009,2,110,Small,,220
OI0001801,O000550,M034,2,60,NA,,120
OI0001802,O000550,M010,1,130,Large,,130
OI0001803,O000551,M010,1,130,Large,,130
OI0001804,O000551,M013,1,80,Small,,80
OI0001805,O000551,M006,1,75,Large,Extra Shot,105
OI0001806,O000551,M009,2,110,Small,,220
OI0001807,O000552,M009,2,110,Small,,220
OI0001808,O000552,M009,2,110,Small,Extra Shot,250
OI0001809,O000552,M031,1,150,NA,,150
OI0001810,O000552,M036,2,100,NA,,200
OI0001811,O000553,M004,1,70,Large,,70
OI0001812,O000553,M005,2,60,Small,,120
OI0001813,O000553,M026,1,150,NA,,150
OI0001814,O000553,M028,2,100,Large,,200
OI0001815,O000553,M010,2,130,Large,Vanilla Syrup,290
OI0001816,O000553,M007,1,80,Small,,80
OI0001817,O000554,M025,1,150,NA,,150
OI0001818,O000554,M009,2,110,Small,,220
OI0001819,O000554,M008,1,100,Large,,100
OI0001820,O000555,M034,2,60,NA,,120
OI0001821,O000555,M019,2,100,NA,,200
OI0001822,O000555,M035,1,100,NA,,100
OI0001823,O000556,M035,2,100,NA,,200
OI0001824,O000556,M002,1,70,Large,,70
OI0001825,O000556,M031,1,150,NA,,150
OI0001826,O000557,M037,1,120,NA,,120
OI0001827,O000557,M006,2,75,Large,,150
OI0001828,O000557,M004,2,70,Large,,140
OI0001829,O000557,M035,1,100,NA,,100
OI0001830,O000557,M016,2,120,Large,,240
OI0001831,O000557,M008,2,100,Large,Vanilla Syrup,230
OI0001832,O000558,M003,1,55,Small,,55
OI0001833,O000558,M031,1,150,NA,,150
OI0001834,O000558,M031,1,150,NA,,150
OI0001835,O000558,M010,2,130,Large,,260
OI0001836,O000559,M022,2,120,NA,,240
OI0001837,O000559,M037,1,120,NA,,120
OI0001838,O000559,M036,2,100,NA,,200
OI0001839,O000560,M003,2,55,Small,,110
OI0001840,O000560,M010,1,130,Large,,130
OI0001841,O000560,M035,1,100,NA,,100
OI0001842,O000560,M018,1,130,Large,Vanilla Syrup,160
OI0001843,O000561,M020,1,100,NA,,100
OI0001844,O000561,M009,1,110,Small,Oat Milk,140
OI0001845,O000561,M007,2,80,Small,,160
OI0001846,O000561,M031,1,150,NA,,150
OI0001847,O000562,M025,1,150,NA,,150
OI0001848,O000562,M013,1,80,Small,Oat Milk,110
OI0001849,O000562,M009,2,110,Small,,220
OI0001850,O000562,M005,2,60,Small,,120
OI0001851,O000563,M013,1,80,Small,Extra Shot,110
OI0001852,O000563,M015,2,110,Large,Vanilla Syrup,250
OI0001853,O000563,M020,1,100,NA,,100
OI0001854,O000563,M002,2,70,Large,,140
OI0001855,O000564,M015,1,110,Large,,110
OI0001856,O000564,M026,1,150,NA,,150
OI0001857,O000564,M012,2,110,Large,,220
OI0001858,O000564,M031,1,150,NA,,150
OI0001859,O000565,M021,2,100,NA,,200
OI0001860,O000565,M006,1,75,Large,Extra Shot,105
OI0001861,O000565,M015,1,110,Large,Vanilla Syrup,140
OI0001862,O000565,M035,2,100,NA,,200
OI0001863,O000566,M009,1,110,Small,,110
OI0001864,O000566,M033,1,100,NA,,100
OI0001865,O000566,M036,1,100,NA,,100
OI0001866,O000566,M029,1,90,Small,,90
OI0001867,O000567,M006,1,75,Large,Extra Shot,105
OI0001868,O000567,M005,1,60,Small,Extra Shot,90
OI0001869,O000567,M031,1,150,NA,,150
OI0001870,O000568,M010,1,130,Large,,130
OI0001871,O000568,M015,1,110,Large,Vanilla Syrup,140
OI0001872,O000568,M031,1,150,NA,,150
OI0001873,O000569,M009,2,110,Small,,250
OI0001874,O000569,M005,2,60,Small,Extra Shot,150
OI0001875,O000569,M035,2,100,NA,,200
OI0001876,O000569,M034,1,60,NA,,60
OI0001877,O000570,M035,2,100,NA,,200
OI0001878,O000570,M008,2,100,Large,,230
OI0001879,O000570,M015,1,110,Large,,110
OI0001880,O000571,M009,1,110,Small,Vanilla Syrup,140
OI0001881,O000571,M034,1,60,NA,,60
OI0001882,O000572,M034,2,60,NA,,120
OI0001883,O000572,M001,1,55,Small,,55
OI0001884,O000572,M031,2,150,NA,,300
OI0001885,O000572,M031,1,150,NA,,150
OI0001886,O000573,M030,1,100,Large,,100
OI0001887,O000573,M009,1,110,Small,,110
OI0001888,O000573,M032,1,130,NA,,130
OI0001889,O000573,M005,1,60,Small,Oat Milk,90
OI0001890,O000573,M034,2,60,NA,,120
OI0001891,O000574,M018,1,130,Large,,130
OI0001892,O000574,M010,1,130,Large,,130
OI0001893,O000574,M006,1,75,Large,,75
OI0001894,O000574,M031,1,150,NA,,150
OI0001895,O000575,M006,1,75,Large,Vanilla Syrup,105
OI0001896,O000575,M018,2,130,Large,Oat Milk,290
OI0001897,O000575,M031,2,150,NA,,300
OI0001898,O000575,M035,1,100,NA,,100
OI0001899,O000576,M035,1,100,NA,,100
OI0001900,O000576,M009,2,110,Small,Oat Milk,250
OI0001901,O000576,M023,1,130,NA,,130
OI0001902,O000576,M006,1,75,Large,,75
OI0001903,O000577,M015,2,110,Large,,220
OI0001904,O000577,M017,2,110,Small,Vanilla Syrup,250
OI0001905,O000577,M020,1,100,NA,,100
OI0001906,O000577,M013,1,80,Small,Extra Shot,110
OI0001907,O000577,M028,2,100,Large,,200
OI0001908,O000578,M010,1,130,Large,,130
OI0001909,O000578,M016,1,120,Large,,120
OI0001910,O000578,M009,1,110,Small,Oat Milk,140
OI0001911,O000578,M031,2,150,NA,,300
OI0001912,O000578,M034,2,60,NA,,120
OI0001913,O000578,M014,1,90,Small,,90
OI0001914,O000579,M006,2,75,Large,,150
OI0001915,O000579,M035,1,100,NA,,100
OI0001916,O000579,M009,1,110,Small,Extra Shot,140
OI0001917,O000579,M034,1,60,NA,,60
OI0001918,O000580,M034,1,60,NA,,60
OI0001919,O000580,M010,1,130,Large,,130
OI0001920,O000580,M005,1,60,Small,,60
OI0001921,O000580,M010,1,130,Large,,130
OI0001922,O000580,M005,1,60,Small,,60
OI0001923,O000581,M015,1,110,Large,,110
OI0001924,O000581,M007,1,80,Small,,80
OI0001925,O000581,M001,2,55,Small,Oat Milk,140
OI0001926,O000582,M001,1,55,Small,,55
OI0001927,O000582,M035,2,100,NA,,200
OI0001928,O000582,M035,1,100,NA,,100
OI0001929,O000583,M006,2,75,Large,Oat Milk,180
OI0001930,O000583,M009,1,110,Small,,110
OI0001931,O000583,M027,2,90,Small,,180
OI0001932,O000583,M010,1,130,Large,Vanilla Syrup,160
OI0001933,O000584,M035,1,100,NA,,100
OI0001934,O000584,M030,2,100,Large,,200
OI0001935,O000584,M005,2,60,Small,Extra Shot,150
OI0001936,O000584,M034,2,60,NA,,120
OI0001937,O000584,M034,1,60,NA,,60
OI0001938,O000584,M035,2,100,NA,,200
OI0001939,O000585,M006,2,75,Large,Oat Milk,180
OI0001940,O000585,M005,1,60,Small,,60
OI0001941,O000585,M006,1,75,Large,,75
OI0001942,O000585,M035,1,100,NA,,100
OI0001943,O000586,M029,1,90,Small,,90
OI0001944,O000586,M034,2,60,NA,,120
OI0001945,O000586,M009,1,110,Small,,110
OI0001946,O000586,M031,1,150,NA,,150
OI0001947,O000587,M012,1,110,Large,Vanilla Syrup,140
OI0001948,O000587,M003,1,55,Small,Vanilla Syrup,85
OI0001949,O000587,M015,1,110,Large,,140
OI0001950,O000587,M031,1,150,NA,,150
OI0001951,O000588,M034,1,60,NA,,60
OI0001952,O000588,M013,1,80,Small,,80
OI0001953,O000588,M030,1,100,Large,,100
OI0001954,O000588,M018,1,130,Large,,160
OI0001955,O000589,M012,2,110,Large,,220
OI0001956,O000589,M035,1,100,NA,,100
OI0001957,O000589,M034,2,60,NA,,120
OI0001958,O000589,M025,1,150,NA,,150
OI0001959,O000589,M010,2,130,Large,,260
OI0001960,O000590,M028,1,100,Large,,100
OI0001961,O000590,M035,1,100,NA,,100
OI0001962,O000590,M003,2,55,Small,,110
OI0001963,O000591,M034,1,60,NA,,60
OI0001964,O000591,M005,1,60,Small,,60
OI0001965,O000591,M015,1,110,Large,Vanilla Syrup,140
OI0001966,O000591,M006,2,75,Large,,150
OI0001967,O000592,M003,2,55,Small,Oat Milk,140
OI0001968,O000592,M034,1,60,NA,,60
OI0001969,O000592,M006,1,75,Large,Vanilla Syrup,105
OI0001970,O000593,M022,1,120,NA,,120
OI0001971,O000593,M010,1,130,Large,,130
OI0001972,O000594,M014,1,90,Small,,90
OI0001973,O000594,M005,1,60,Small,,60
OI0001974,O000594,M011,1,130,Large,,130
OI0001975,O000594,M035,1,100,NA,,100
OI0001976,O000594,M033,2,100,NA,,200
OI0001977,O000595,M035,2,100,NA,,200
OI0001978,O000595,M001,1,55,Small,Oat Milk,85
OI0001979,O000595,M013,1,80,Small,,80
OI0001980,O000595,M033,2,100,NA,,200
OI0001981,O000595,M034,1,60,NA,,60
OI0001982,O000595,M036,1,100,NA,,100
OI0001983,O000596,M027,1,90,Small,,90
OI0001984,O000596,M009,1,110,Small,,110
OI0001985,O000596,M038,2,140,NA,,280
OI0001986,O000597,M016,1,120,Large,,120
OI0001987,O000597,M006,2,75,Large,,150
OI0001988,O000597,M036,2,100,NA,,200
OI0001989,O000597,M035,1,100,NA,,100
OI0001990,O000597,M021,1,100,NA,,100
OI0001991,O000597,M035,1,100,NA,,100
OI0001992,O000598,M003,1,55,Small,Oat Milk,85
OI0001993,O000598,M007,2,80,Small,,160
OI0001994,O000598,M023,2,130,NA,,260
OI0001995,O000598,M009,1,110,Small,,110
OI0001996,O000598,M029,1,90,Small,,90
OI0001997,O000599,M034,1,60,NA,,60
OI0001998,O000599,M034,1,60,NA,,60
OI0001999,O000599,M005,2,60,Small,,120
OI0002000,O000599,M035,2,100,NA,,200
OI0002001,O000600,M006,2,75,Large,Extra Shot,180
OI0002002,O000600,M001,1,55,Small,,55
OI0002003,O000600,M006,1,75,Large,,75
OI0002004,O000600,M033,2,100,NA,,200
OI0002005,O000600,M008,1,100,Large,,100
OI0002006,O000601,M005,1,60,Small,Extra Shot,90
OI0002007,O000601,M009,1,110,Small,Vanilla Syrup,140
OI0002008,O000601,M035,1,100,NA,,100
OI0002009,O000601,M016,1,120,Large,Vanilla Syrup,150
OI0002010,O000602,M005,2,60,Small,,120
OI0002011,O000602,M034,2,60,NA,,120
OI0002012,O000602,M017,1,110,Small,,110
OI0002013,O000603,M018,1,130,Large,,130
OI0002014,O000603,M034,1,60,NA,,60
OI0002015,O000603,M010,1,130,Large,,130
OI0002016,O000604,M034,1,60,NA,,60
OI0002017,O000604,M034,1,60,NA,,60
OI0002018,O000604,M034,1,60,NA,,60
OI0002019,O000605,M027,1,90,Small,,90
OI0002020,O000605,M005,2,60,Small,,120
OI0002021,O000605,M031,1,150,NA,,150
OI0002022,O000606,M015,1,110,Large,Extra Shot,140
OI0002023,O000606,M035,1,100,NA,,100
OI0002024,O000606,M010,2,130,Large,,260
OI0002025,O000606,M035,1,100,NA,,100
OI0002026,O000607,M006,1,75,Large,,75
OI0002027,O000607,M034,1,60,NA,,60
OI0002028,O000607,M034,2,60,NA,,120
OI0002029,O000607,M010,1,130,Large,,130
OI0002030,O000607,M034,2,60,NA,,120
OI0002031,O000608,M011,2,130,Large,,260
OI0002032,O000608,M010,1,130,Large,,130
OI0002033,O000608,M034,1,60,NA,,60
OI0002034,O000608,M010,1,130,Large,Extra Shot,160
OI0002035,O000608,M020,1,100,NA,,100
OI0002036,O000609,M034,2,60,NA,,120
OI0002037,O000609,M018,2,130,Large,Vanilla Syrup,290
OI0002038,O000609,M009,2,110,Small,,220
OI0002039,O000610,M035,1,100,NA,,100
OI0002040,O000610,M035,2,100,NA,,200
OI0002041,O000610,M025,1,150,NA,,150
OI0002042,O000611,M005,1,60,Small,,60
OI0002043,O000611,M015,1,110,Large,Extra Shot,140
OI0002044,O000611,M006,1,75,Large,Extra Shot,105
OI0002045,O000611,M018,1,130,Large,Vanilla Syrup,160
OI0002046,O000612,M015,1,110,Large,,110
OI0002047,O000612,M035,1,100,NA,,100
OI0002048,O000612,M005,1,60,Small,,60
OI0002049,O000612,M034,1,60,NA,,60
OI0002050,O000613,M009,2,110,Small,,220
OI0002051,O000613,M011,2,130,Large,,260
OI0002052,O000613,M037,2,120,NA,,240
OI0002053,O000613,M015,1,110,Large,,110
OI0002054,O000614,M001,1,55,Small,,55
OI0002055,O000614,M001,2,55,Small,,110
OI0002056,O000614,M035,1,100,NA,,100
OI0002057,O000615,M008,1,100,Large,,100
OI0002058,O000615,M018,2,130,Large,Extra Shot,290
OI0002059,O000615,M015,2,110,Large,,220
OI0002060,O000616,M009,1,110,Small,Vanilla Syrup,140
OI0002061,O000616,M006,2,75,Large,,150
OI0002062,O000616,M009,2,110,Small,Extra Shot,250
OI0002063,O000616,M014,2,90,Small,,180
OI0002064,O000617,M015,1,110,Large,,110
OI0002065,O000617,M001,2,55,Small,,110
OI0002066,O000617,M009,2,110,Small,,220
OI0002067,O000617,M015,1,110,Large,Vanilla Syrup,140
OI0002068,O000618,M015,2,110,Large,,220
OI0002069,O000618,M031,1,150,NA,,150
OI0002070,O000618,M010,2,130,Large,,260
OI0002071,O000618,M005,1,60,Small,Oat Milk,90
OI0002072,O000619,M001,1,55,Small,,55
OI0002073,O000619,M034,1,60,NA,,60
OI0002074,O000619,M013,1,80,Small,Extra Shot,110
OI0002075,O000619,M031,1,150,NA,,150
OI0002076,O000619,M012,1,110,Large,,110
OI0002077,O000619,M005,1,60,Small,,60
OI0002078,O000620,M034,1,60,NA,,60
OI0002079,O000620,M006,1,75,Large,,75
OI0002080,O000620,M027,2,90,Small,,180
OI0002081,O000620,M001,2,55,Small,,110
OI0002082,O000620,M028,2,100,Large,,200
OI0002083,O000620,M009,1,110,Small,,110
OI0002084,O000621,M038,1,140,NA,,140
OI0002085,O000621,M034,1,60,NA,,60
OI0002086,O000621,M004,1,70,Large,Oat Milk,100
OI0002087,O000621,M031,2,150,NA,,300
OI0002088,O000622,M013,2,80,Small,Oat Milk,190
OI0002089,O000622,M005,2,60,Small,,120
OI0002090,O000622,M010,1,130,Large,,130
OI0002091,O000622,M032,2,130,NA,,260
OI0002092,O000623,M010,1,130,Large,Oat Milk,160
OI0002093,O000623,M032,1,130,NA,,130
OI0002094,O000623,M038,1,140,NA,,140
OI0002095,O000623,M009,2,110,Small,,220
OI0002096,O000624,M009,1,110,Small,,110
OI0002097,O000624,M035,1,100,NA,,100
OI0002098,O000624,M034,1,60,NA,,60
OI0002099,O000624,M001,2,55,Small,Vanilla Syrup,140
OI0002100,O000625,M035,2,100,NA,,200
OI0002101,O000625,M034,1,60,NA,,60
OI0002102,O000625,M006,1,75,Large,,75
OI0002103,O000626,M027,2,90,Small,,180
OI0002104,O000626,M009,1,110,Small,,110
OI0002105,O000626,M015,1,110,Large,,110
OI0002106,O000626,M010,2,130,Large,,260
OI0002107,O000627,M010,1,130,Large,,130
OI0002108,O000627,M006,1,75,Large,Oat Milk,105
OI0002109,O000627,M009,2,110,Small,,220
OI0002110,O000627,M006,1,75,Large,Oat Milk,105
OI0002111,O000628,M005,1,60,Small,,60
OI0002112,O000628,M010,1,130,Large,,130
OI0002113,O000628,M013,1,80,Small,,80
OI0002114,O000628,M016,1,120,Large,,120
OI0002115,O000629,M034,2,60,NA,,120
OI0002116,O000629,M006,1,75,Large,,75
OI0002117,O000629,M018,1,130,Large,,130
OI0002118,O000629,M005,1,60,Small,Extra Shot,90
OI0002119,O000630,M035,1,100,NA,,100
OI0002120,O000630,M005,1,60,Small,,60
